ensg1	ensg2	score	interaction
ENSG00000157554	ENSG00000143799	0.56	PPI
ENSG00000185745	ENSG00000119922	0.58	PPI
ENSG00000103187	ENSG00000012779	0.58	PPI
ENSG00000171772	ENSG00000012779	0.56	PPI
ENSG00000162924	ENSG00000012779	0.56	PPI
ENSG00000143512	ENSG00000012779	0.56	PPI
ENSG00000184507	ENSG00000012779	0.56	PPI
ENSG00000182923	ENSG00000012779	0.56	PPI
ENSG00000005102	ENSG00000012779	0.56	PPI
ENSG00000002822	ENSG00000012779	0.56	PPI
ENSG00000264343	ENSG00000163295	0.56	PPI
ENSG00000111276	ENSG00000154277	0.46	PPI
ENSG00000138379	ENSG00000140564	0.62	PPI
ENSG00000092330	ENSG00000111144	0.51	PPI
ENSG00000164924	ENSG00000278677	0.56	PPI
ENSG00000164924	ENSG00000276903	0.56	PPI
ENSG00000164924	ENSG00000196747	0.56	PPI
ENSG00000164924	ENSG00000275221	0.56	PPI
ENSG00000164924	ENSG00000196787	0.56	PPI
ENSG00000163602	ENSG00000278677	0.46	PPI
ENSG00000163602	ENSG00000276903	0.46	PPI
ENSG00000163602	ENSG00000196747	0.46	PPI
ENSG00000163602	ENSG00000275221	0.46	PPI
ENSG00000163602	ENSG00000196787	0.46	PPI
ENSG00000156983	ENSG00000278677	0.56	PPI
ENSG00000156983	ENSG00000276903	0.56	PPI
ENSG00000156983	ENSG00000196747	0.56	PPI
ENSG00000156983	ENSG00000275221	0.56	PPI
ENSG00000156983	ENSG00000196787	0.56	PPI
ENSG00000169592	ENSG00000105619	0.64	PPI
ENSG00000116750	ENSG00000105619	0.64	PPI
ENSG00000105656	ENSG00000105619	0.49	PPI
ENSG00000145088	ENSG00000105619	0.51	PPI
ENSG00000160472	ENSG00000212724	0.56	PPI
ENSG00000173894	ENSG00000212724	0.56	PPI
ENSG00000110536	ENSG00000212724	0.56	PPI
ENSG00000156218	ENSG00000212724	0.56	PPI
ENSG00000241123	ENSG00000212724	0.56	PPI
ENSG00000130813	ENSG00000212724	0.56	PPI
ENSG00000233927	ENSG00000212724	0.56	PPI
ENSG00000168763	ENSG00000212724	0.56	PPI
ENSG00000198466	ENSG00000212724	0.56	PPI
ENSG00000168214	ENSG00000224470	0.64	PPI
ENSG00000136003	ENSG00000182645	0.56	PPI
ENSG00000184508	ENSG00000182645	0.56	PPI
ENSG00000175203	ENSG00000182645	0.56	PPI
ENSG00000148541	ENSG00000182645	0.56	PPI
ENSG00000139437	ENSG00000182645	0.56	PPI
ENSG00000104611	ENSG00000182645	0.56	PPI
ENSG00000073584	ENSG00000182645	0.56	PPI
ENSG00000240654	ENSG00000240654	0.52	PPI
ENSG00000205863	ENSG00000240654	0.52	PPI
ENSG00000103043	ENSG00000243789	0.56	PPI
ENSG00000152492	ENSG00000170315	0.51	PPI
ENSG00000120129	ENSG00000170315	0.54	PPI
ENSG00000125447	ENSG00000170315	0.51	PPI
ENSG00000091831	ENSG00000170315	0.46	PPI
ENSG00000183283	ENSG00000170315	0.55	PPI
ENSG00000173039	ENSG00000150991	0.77	PPI
ENSG00000143799	ENSG00000150991	0.52	PPI
ENSG00000100906	ENSG00000150991	0.66	PPI
ENSG00000130340	ENSG00000150991	0.5	PPI
ENSG00000159352	ENSG00000150991	0.85	PPI
ENSG00000139726	ENSG00000150991	0.66	PPI
ENSG00000119535	ENSG00000150991	0.52	PPI
ENSG00000168283	ENSG00000150991	0.59	PPI
ENSG00000277258	ENSG00000150991	0.5	PPI
ENSG00000066427	ENSG00000150991	0.78	PPI
ENSG00000101966	ENSG00000150991	0.6	PPI
ENSG00000136738	ENSG00000150991	0.77	PPI
ENSG00000170734	ENSG00000150991	0.66	PPI
ENSG00000147010	ENSG00000150991	0.68	PPI
ENSG00000106052	ENSG00000150991	0.54	PPI
ENSG00000107372	ENSG00000150991	0.54	PPI
ENSG00000129559	ENSG00000150991	0.53	PPI
ENSG00000269335	ENSG00000150991	0.75	PPI
ENSG00000135679	ENSG00000150991	0.82	PPI
ENSG00000094631	ENSG00000150991	0.59	PPI
ENSG00000161011	ENSG00000150991	0.81	PPI
ENSG00000085511	ENSG00000150991	0.52	PPI
ENSG00000127314	ENSG00000150991	0.52	PPI
ENSG00000100968	ENSG00000150991	0.59	PPI
ENSG00000163602	ENSG00000150991	0.6	PPI
ENSG00000173020	ENSG00000150991	0.52	PPI
ENSG00000175104	ENSG00000150991	0.7	PPI
ENSG00000019995	ENSG00000150991	0.56	PPI
ENSG00000153317	ENSG00000150991	0.52	PPI
ENSG00000101751	ENSG00000150991	0.53	PPI
ENSG00000172175	ENSG00000150991	0.52	PPI
ENSG00000204209	ENSG00000150991	0.57	PPI
ENSG00000102554	ENSG00000150991	0.52	PPI
ENSG00000087338	ENSG00000215269	0.56	PPI
ENSG00000087338	ENSG00000236362	0.56	PPI
ENSG00000113916	ENSG00000256671	0.56	PPI
ENSG00000176903	ENSG00000235961	0.67	PPI
ENSG00000127328	ENSG00000196459	0.56	PPI
ENSG00000134504	ENSG00000196459	0.56	PPI
ENSG00000127527	ENSG00000196459	0.56	PPI
ENSG00000181026	ENSG00000234414	0.56	PPI
ENSG00000099622	ENSG00000234414	0.56	PPI
ENSG00000176974	ENSG00000261052	0.56	PPI
ENSG00000196290	ENSG00000261052	0.56	PPI
ENSG00000112232	ENSG00000261052	0.56	PPI
ENSG00000166167	ENSG00000074047	0.58	PPI
ENSG00000166949	ENSG00000074047	0.56	PPI
ENSG00000163482	ENSG00000106571	0.59	PPI
ENSG00000107882	ENSG00000106571	0.68	PPI
ENSG00000137338	ENSG00000182318	0.6	PPI
ENSG00000162714	ENSG00000182318	0.56	PPI
ENSG00000173258	ENSG00000182318	0.56	PPI
ENSG00000089916	ENSG00000204859	0.56	PPI
ENSG00000241123	ENSG00000204859	0.56	PPI
ENSG00000143156	ENSG00000204859	0.56	PPI
ENSG00000160062	ENSG00000204859	0.67	PPI
ENSG00000135018	ENSG00000122862	0.56	PPI
ENSG00000100453	ENSG00000122862	0.52	PPI
ENSG00000038427	ENSG00000122862	0.52	PPI
ENSG00000277632	ENSG00000277632	0.62	PPI
ENSG00000181163	ENSG00000176340	0.56	PPI
ENSG00000116030	ENSG00000118513	0.54	PPI
ENSG00000188612	ENSG00000118513	0.54	PPI
ENSG00000183814	ENSG00000101057	0.64	PPI
ENSG00000189308	ENSG00000101057	0.56	PPI
ENSG00000134954	ENSG00000169083	0.53	PPI
ENSG00000159388	ENSG00000169083	0.52	PPI
ENSG00000127870	ENSG00000169083	0.58	PPI
ENSG00000132437	ENSG00000169083	0.51	PPI
ENSG00000157554	ENSG00000169083	0.59	PPI
ENSG00000116030	ENSG00000169083	0.6	PPI
ENSG00000178585	ENSG00000169083	0.53	PPI
ENSG00000168036	ENSG00000169083	0.85	PPI
ENSG00000096060	ENSG00000169083	0.53	PPI
ENSG00000013561	ENSG00000169083	0.5	PPI
ENSG00000172977	ENSG00000169083	0.51	PPI
ENSG00000068024	ENSG00000169083	0.54	PPI
ENSG00000111837	ENSG00000169083	0.54	PPI
ENSG00000169083	ENSG00000169083	0.55	PPI
ENSG00000005339	ENSG00000169083	0.52	PPI
ENSG00000170365	ENSG00000169083	0.6	PPI
ENSG00000204209	ENSG00000169083	0.63	PPI
ENSG00000163565	ENSG00000169083	0.52	PPI
ENSG00000117450	ENSG00000169083	0.54	PPI
ENSG00000140396	ENSG00000169083	0.61	PPI
ENSG00000104973	ENSG00000131759	0.51	PPI
ENSG00000180530	ENSG00000131759	0.67	PPI
ENSG00000156052	ENSG00000131759	0.59	PPI
ENSG00000084676	ENSG00000131759	0.68	PPI
ENSG00000116030	ENSG00000131759	0.56	PPI
ENSG00000129514	ENSG00000131759	0.53	PPI
ENSG00000096717	ENSG00000131759	0.58	PPI
ENSG00000163060	ENSG00000131759	0.56	PPI
ENSG00000253729	ENSG00000131759	0.5	PPI
ENSG00000147166	ENSG00000131759	0.5	PPI
ENSG00000102935	ENSG00000131759	0.52	PPI
ENSG00000115415	ENSG00000131759	0.53	PPI
ENSG00000143171	ENSG00000131759	0.85	PPI
ENSG00000087510	ENSG00000131759	0.53	PPI
ENSG00000124151	ENSG00000131759	0.56	PPI
ENSG00000125686	ENSG00000131759	0.68	PPI
ENSG00000204231	ENSG00000131759	0.67	PPI
ENSG00000100603	ENSG00000131759	0.52	PPI
ENSG00000107485	ENSG00000131759	0.53	PPI
ENSG00000067225	ENSG00000078061	0.57	PPI
ENSG00000145675	ENSG00000078061	0.61	PPI
ENSG00000101158	ENSG00000078061	0.55	PPI
ENSG00000105401	ENSG00000078061	0.53	PPI
ENSG00000166913	ENSG00000078061	0.53	PPI
ENSG00000096060	ENSG00000078061	0.53	PPI
ENSG00000164924	ENSG00000078061	0.74	PPI
ENSG00000126934	ENSG00000078061	0.79	PPI
ENSG00000105197	ENSG00000078061	0.55	PPI
ENSG00000150455	ENSG00000078061	0.5	PPI
ENSG00000185507	ENSG00000078061	0.5	PPI
ENSG00000185513	ENSG00000168298	0.59	PPI
ENSG00000113575	ENSG00000171791	0.49	PPI
ENSG00000143514	ENSG00000171791	0.65	PPI
ENSG00000110497	ENSG00000171791	0.67	PPI
ENSG00000171791	ENSG00000171791	0.59	PPI
ENSG00000087088	ENSG00000171791	0.93	PPI
ENSG00000015475	ENSG00000171791	0.83	PPI
ENSG00000126581	ENSG00000171791	0.94	PPI
ENSG00000002330	ENSG00000171791	0.81	PPI
ENSG00000091592	ENSG00000171791	0.66	PPI
ENSG00000100030	ENSG00000171791	0.49	PPI
ENSG00000185825	ENSG00000171791	0.52	PPI
ENSG00000105327	ENSG00000171791	0.76	PPI
ENSG00000012048	ENSG00000171791	0.46	PPI
ENSG00000100290	ENSG00000171791	0.71	PPI
ENSG00000105701	ENSG00000171791	0.46	PPI
ENSG00000030110	ENSG00000171791	0.61	PPI
ENSG00000169682	ENSG00000171791	0.46	PPI
ENSG00000221823	ENSG00000171791	0.49	PPI
ENSG00000123358	ENSG00000171791	0.67	PPI
ENSG00000160803	ENSG00000118785	0.49	PPI
ENSG00000026508	ENSG00000118785	0.62	PPI
ENSG00000168291	ENSG00000150768	0.56	PPI
ENSG00000089163	ENSG00000150768	0.61	PPI
ENSG00000137947	ENSG00000175745	0.54	PPI
ENSG00000172936	ENSG00000136810	0.6	PPI
ENSG00000121022	ENSG00000136810	0.65	PPI
ENSG00000197442	ENSG00000136810	0.5	PPI
ENSG00000163513	ENSG00000119699	0.77	PPI
ENSG00000113595	ENSG00000135940	0.67	PPI
ENSG00000176903	ENSG00000135940	0.56	PPI
ENSG00000173421	ENSG00000135940	0.67	PPI
ENSG00000140743	ENSG00000135940	0.56	PPI
ENSG00000171346	ENSG00000135940	0.56	PPI
ENSG00000094796	ENSG00000135940	0.56	PPI
ENSG00000056558	ENSG00000135940	0.56	PPI
ENSG00000100109	ENSG00000135940	0.56	PPI
ENSG00000110436	ENSG00000186868	0.46	PPI
ENSG00000275700	ENSG00000186868	0.52	PPI
ENSG00000049541	ENSG00000108946	0.52	PPI
ENSG00000072062	ENSG00000108946	0.78	PPI
ENSG00000139112	ENSG00000108946	0.54	PPI
ENSG00000124181	ENSG00000157404	0.7	PPI
ENSG00000145675	ENSG00000157404	0.77	PPI
ENSG00000177885	ENSG00000157404	0.74	PPI
ENSG00000049130	ENSG00000157404	0.54	PPI
ENSG00000167193	ENSG00000157404	0.59	PPI
ENSG00000141738	ENSG00000157404	0.59	PPI
ENSG00000145675	ENSG00000178562	0.89	PPI
ENSG00000100351	ENSG00000178562	0.46	PPI
ENSG00000147324	ENSG00000144381	0.56	PPI
ENSG00000197943	ENSG00000144381	0.49	PPI
ENSG00000189283	ENSG00000144381	0.58	PPI
ENSG00000187766	ENSG00000144381	0.56	PPI
ENSG00000183779	ENSG00000144381	0.46	PPI
ENSG00000114107	ENSG00000144381	0.56	PPI
ENSG00000107816	ENSG00000144381	0.67	PPI
ENSG00000164483	ENSG00000144381	0.56	PPI
ENSG00000094796	ENSG00000144381	0.56	PPI
ENSG00000264343	ENSG00000144381	0.56	PPI
ENSG00000012048	ENSG00000144381	0.51	PPI
ENSG00000198945	ENSG00000126351	0.56	PPI
ENSG00000125686	ENSG00000126351	0.7	PPI
ENSG00000141433	ENSG00000120885	0.54	PPI
ENSG00000167004	ENSG00000120885	0.59	PPI
ENSG00000175354	ENSG00000112964	0.65	PPI
ENSG00000169410	ENSG00000112964	0.56	PPI
ENSG00000196396	ENSG00000112964	0.65	PPI
ENSG00000127329	ENSG00000112964	0.68	PPI
ENSG00000158092	ENSG00000112964	0.59	PPI
ENSG00000080031	ENSG00000112964	0.65	PPI
ENSG00000070159	ENSG00000112964	0.65	PPI
ENSG00000121351	ENSG00000121351	0.79	PPI
ENSG00000133104	ENSG00000044574	0.46	PPI
ENSG00000161249	ENSG00000044574	0.6	PPI
ENSG00000058262	ENSG00000044574	0.56	PPI
ENSG00000177425	ENSG00000044574	0.58	PPI
ENSG00000100603	ENSG00000044574	0.53	PPI
ENSG00000142208	ENSG00000044574	0.52	PPI
ENSG00000090520	ENSG00000044574	0.71	PPI
ENSG00000165025	ENSG00000104894	0.5	PPI
ENSG00000111679	ENSG00000104894	0.5	PPI
ENSG00000177885	ENSG00000078018	0.67	PPI
ENSG00000111732	ENSG00000109971	0.5	PPI
ENSG00000112208	ENSG00000109971	0.55	PPI
ENSG00000107262	ENSG00000109971	0.56	PPI
ENSG00000091831	ENSG00000109971	0.6	PPI
ENSG00000204104	ENSG00000109971	0.54	PPI
ENSG00000080824	ENSG00000109971	0.53	PPI
ENSG00000133265	ENSG00000109971	0.74	PPI
ENSG00000140009	ENSG00000109971	0.46	PPI
ENSG00000116741	ENSG00000109971	0.55	PPI
ENSG00000162692	ENSG00000117394	0.53	PPI
ENSG00000117394	ENSG00000117394	0.52	PPI
ENSG00000196470	ENSG00000100994	0.56	PPI
ENSG00000100504	ENSG00000100994	0.56	PPI
ENSG00000156795	ENSG00000068976	0.56	PPI
ENSG00000123384	ENSG00000165471	0.56	PPI
ENSG00000198668	ENSG00000006451	0.59	PPI
ENSG00000160014	ENSG00000006451	0.59	PPI
ENSG00000137713	ENSG00000006451	0.5	PPI
ENSG00000143933	ENSG00000006451	0.59	PPI
ENSG00000149311	ENSG00000156006	0.51	PPI
ENSG00000177885	ENSG00000186716	0.91	PPI
ENSG00000174827	ENSG00000186716	0.52	PPI
ENSG00000107854	ENSG00000186716	0.59	PPI
ENSG00000141510	ENSG00000186716	0.57	PPI
ENSG00000027869	ENSG00000070182	0.49	PPI
ENSG00000253729	ENSG00000157554	0.46	PPI
ENSG00000126804	ENSG00000137193	0.56	PPI
ENSG00000105372	ENSG00000137193	0.63	PPI
ENSG00000129245	ENSG00000137193	0.56	PPI
ENSG00000168517	ENSG00000137193	0.56	PPI
ENSG00000171786	ENSG00000137193	0.56	PPI
ENSG00000102010	ENSG00000137193	0.5	PPI
ENSG00000069869	ENSG00000077782	0.67	PPI
ENSG00000011201	ENSG00000077782	0.63	PPI
ENSG00000163072	ENSG00000077782	0.63	PPI
ENSG00000145675	ENSG00000077782	0.62	PPI
ENSG00000168036	ENSG00000077782	0.59	PPI
ENSG00000124181	ENSG00000077782	0.76	PPI
ENSG00000039068	ENSG00000077782	0.59	PPI
ENSG00000167193	ENSG00000077782	0.56	PPI
ENSG00000167034	ENSG00000198900	0.63	PPI
ENSG00000162692	ENSG00000198900	0.53	PPI
ENSG00000097007	ENSG00000198900	0.6	PPI
ENSG00000091831	ENSG00000198900	0.46	PPI
ENSG00000115053	ENSG00000198900	0.59	PPI
ENSG00000253729	ENSG00000131747	0.46	PPI
ENSG00000079246	ENSG00000131747	0.46	PPI
ENSG00000198900	ENSG00000131747	0.46	PPI
ENSG00000163932	ENSG00000131747	0.68	PPI
ENSG00000168036	ENSG00000131747	0.57	PPI
ENSG00000091831	ENSG00000131747	0.46	PPI
ENSG00000068903	ENSG00000160211	0.52	PPI
ENSG00000160211	ENSG00000160211	0.57	PPI
ENSG00000164649	ENSG00000102178	0.56	PPI
ENSG00000117266	ENSG00000102178	0.53	PPI
ENSG00000076604	ENSG00000102178	0.56	PPI
ENSG00000204463	ENSG00000102178	0.56	PPI
ENSG00000100603	ENSG00000111424	0.67	PPI
ENSG00000100393	ENSG00000111424	0.55	PPI
ENSG00000186350	ENSG00000111424	0.55	PPI
ENSG00000070159	ENSG00000111424	0.52	PPI
ENSG00000172164	ENSG00000198947	0.66	PPI
ENSG00000152240	ENSG00000198947	0.56	PPI
ENSG00000134769	ENSG00000198947	0.67	PPI
ENSG00000119326	ENSG00000198947	0.56	PPI
ENSG00000181392	ENSG00000168484	0.56	PPI
ENSG00000132432	ENSG00000168484	0.56	PPI
ENSG00000163472	ENSG00000168484	0.56	PPI
ENSG00000121542	ENSG00000168484	0.56	PPI
ENSG00000138755	ENSG00000168484	0.56	PPI
ENSG00000100083	ENSG00000197081	0.74	PPI
ENSG00000167244	ENSG00000197081	0.56	PPI
ENSG00000125447	ENSG00000197081	0.62	PPI
ENSG00000103365	ENSG00000197081	0.55	PPI
ENSG00000112576	ENSG00000135446	0.93	PPI
ENSG00000105401	ENSG00000135446	0.84	PPI
ENSG00000197343	ENSG00000135446	0.52	PPI
ENSG00000111276	ENSG00000135446	0.83	PPI
ENSG00000147883	ENSG00000135446	0.92	PPI
ENSG00000147889	ENSG00000135446	0.94	PPI
ENSG00000066279	ENSG00000135446	0.56	PPI
ENSG00000124762	ENSG00000135446	0.8	PPI
ENSG00000204463	ENSG00000135446	0.57	PPI
ENSG00000129355	ENSG00000135446	0.74	PPI
ENSG00000110092	ENSG00000135446	0.96	PPI
ENSG00000143379	ENSG00000135446	0.55	PPI
ENSG00000123080	ENSG00000135446	0.87	PPI
ENSG00000134709	ENSG00000135446	0.56	PPI
ENSG00000196588	ENSG00000112658	0.59	PPI
ENSG00000186260	ENSG00000112658	0.66	PPI
ENSG00000129152	ENSG00000112658	0.53	PPI
ENSG00000141052	ENSG00000112658	0.52	PPI
ENSG00000122180	ENSG00000112658	0.53	PPI
ENSG00000161609	ENSG00000156738	0.56	PPI
ENSG00000161542	ENSG00000101911	0.56	PPI
ENSG00000264343	ENSG00000101911	0.56	PPI
ENSG00000147224	ENSG00000101911	0.67	PPI
ENSG00000156795	ENSG00000101911	0.56	PPI
ENSG00000101911	ENSG00000101911	0.56	PPI
ENSG00000172977	ENSG00000115758	0.56	PPI
ENSG00000115806	ENSG00000115758	0.56	PPI
ENSG00000143450	ENSG00000115758	0.56	PPI
ENSG00000197111	ENSG00000070756	0.53	PPI
ENSG00000120727	ENSG00000070756	0.74	PPI
ENSG00000078687	ENSG00000070756	0.9	PPI
ENSG00000141232	ENSG00000070756	0.56	PPI
ENSG00000114867	ENSG00000070756	0.75	PPI
ENSG00000092847	ENSG00000070756	0.53	PPI
ENSG00000172239	ENSG00000070756	0.88	PPI
ENSG00000157106	ENSG00000070756	0.5	PPI
ENSG00000100354	ENSG00000070756	0.66	PPI
ENSG00000075151	ENSG00000070756	0.54	PPI
ENSG00000152520	ENSG00000070756	0.7	PPI
ENSG00000169047	ENSG00000070756	0.5	PPI
ENSG00000183864	ENSG00000070756	0.5	PPI
ENSG00000123908	ENSG00000070756	0.53	PPI
ENSG00000189369	ENSG00000070756	0.81	PPI
ENSG00000170027	ENSG00000070756	0.59	PPI
ENSG00000091831	ENSG00000070756	0.46	PPI
ENSG00000204842	ENSG00000070756	0.77	PPI
ENSG00000124762	ENSG00000132646	0.95	PPI
ENSG00000106628	ENSG00000132646	0.56	PPI
ENSG00000132646	ENSG00000132646	0.59	PPI
ENSG00000147889	ENSG00000132646	0.61	PPI
ENSG00000168496	ENSG00000132646	0.75	PPI
ENSG00000167513	ENSG00000132646	0.52	PPI
ENSG00000077514	ENSG00000132646	0.75	PPI
ENSG00000175482	ENSG00000132646	0.52	PPI
ENSG00000167670	ENSG00000132646	0.73	PPI
ENSG00000113318	ENSG00000132646	0.56	PPI
ENSG00000168556	ENSG00000132646	0.54	PPI
ENSG00000062822	ENSG00000132646	0.67	PPI
ENSG00000171314	ENSG00000132646	0.54	PPI
ENSG00000264343	ENSG00000169100	0.56	PPI
ENSG00000006125	ENSG00000169100	0.56	PPI
ENSG00000163060	ENSG00000169100	0.56	PPI
ENSG00000107816	ENSG00000169100	0.56	PPI
ENSG00000113595	ENSG00000169100	0.56	PPI
ENSG00000149089	ENSG00000178035	0.56	PPI
ENSG00000132881	ENSG00000178035	0.56	PPI
ENSG00000002822	ENSG00000047410	0.52	PPI
ENSG00000102048	ENSG00000166165	0.76	PPI
ENSG00000135018	ENSG00000143226	0.56	PPI
ENSG00000107779	ENSG00000125845	0.89	PPI
ENSG00000107779	ENSG00000125378	0.61	PPI
ENSG00000083123	ENSG00000248098	0.8	PPI
ENSG00000141646	ENSG00000157933	0.88	PPI
ENSG00000166949	ENSG00000157933	0.84	PPI
ENSG00000175387	ENSG00000157933	0.77	PPI
ENSG00000104964	ENSG00000136603	0.56	PPI
ENSG00000147206	ENSG00000136603	0.56	PPI
ENSG00000160948	ENSG00000136603	0.56	PPI
ENSG00000185721	ENSG00000136603	0.56	PPI
ENSG00000141646	ENSG00000136603	0.55	PPI
ENSG00000072110	ENSG00000072110	0.55	PPI
ENSG00000140009	ENSG00000072110	0.53	PPI
ENSG00000178567	ENSG00000072110	0.56	PPI
ENSG00000172399	ENSG00000072110	0.56	PPI
ENSG00000197122	ENSG00000072110	0.52	PPI
ENSG00000070808	ENSG00000072110	0.57	PPI
ENSG00000164877	ENSG00000072110	0.56	PPI
ENSG00000174015	ENSG00000072110	0.56	PPI
ENSG00000115956	ENSG00000072110	0.46	PPI
ENSG00000168301	ENSG00000072110	0.56	PPI
ENSG00000162692	ENSG00000198336	0.53	PPI
ENSG00000184304	ENSG00000039068	0.57	PPI
ENSG00000136205	ENSG00000039068	0.5	PPI
ENSG00000197122	ENSG00000039068	0.5	PPI
ENSG00000168036	ENSG00000039068	0.93	PPI
ENSG00000166689	ENSG00000039068	0.46	PPI
ENSG00000172531	ENSG00000039068	0.52	PPI
ENSG00000146648	ENSG00000039068	0.68	PPI
ENSG00000004897	ENSG00000039068	0.59	PPI
ENSG00000109846	ENSG00000039068	0.52	PPI
ENSG00000009954	ENSG00000109061	0.5	PPI
ENSG00000105700	ENSG00000092054	0.56	PPI
ENSG00000196396	ENSG00000197122	0.94	PPI
ENSG00000132670	ENSG00000197122	0.66	PPI
ENSG00000130396	ENSG00000197122	0.65	PPI
ENSG00000136205	ENSG00000197122	0.59	PPI
ENSG00000120899	ENSG00000197122	0.64	PPI
ENSG00000165119	ENSG00000197122	0.59	PPI
ENSG00000185483	ENSG00000197122	0.68	PPI
ENSG00000065357	ENSG00000197122	0.46	PPI
ENSG00000168610	ENSG00000197122	0.53	PPI
ENSG00000185499	ENSG00000197122	0.75	PPI
ENSG00000110395	ENSG00000197122	0.84	PPI
ENSG00000163814	ENSG00000197122	0.66	PPI
ENSG00000072201	ENSG00000197122	0.56	PPI
ENSG00000097007	ENSG00000197122	0.59	PPI
ENSG00000147403	ENSG00000197122	0.59	PPI
ENSG00000153317	ENSG00000197122	0.61	PPI
ENSG00000170248	ENSG00000197122	0.65	PPI
ENSG00000145675	ENSG00000197122	0.77	PPI
ENSG00000169398	ENSG00000197122	0.92	PPI
ENSG00000269335	ENSG00000197122	0.5	PPI
ENSG00000128052	ENSG00000197122	0.59	PPI
ENSG00000117461	ENSG00000197122	0.62	PPI
ENSG00000197122	ENSG00000197122	0.8	PPI
ENSG00000180370	ENSG00000197122	0.52	PPI
ENSG00000143537	ENSG00000197122	0.66	PPI
ENSG00000147601	ENSG00000124299	0.51	PPI
ENSG00000158773	ENSG00000196419	0.46	PPI
ENSG00000079246	ENSG00000196419	0.93	PPI
ENSG00000253729	ENSG00000196419	0.82	PPI
ENSG00000169621	ENSG00000196419	0.64	PPI
ENSG00000197386	ENSG00000196419	0.51	PPI
ENSG00000186635	ENSG00000196419	0.51	PPI
ENSG00000148737	ENSG00000196419	0.56	PPI
ENSG00000165392	ENSG00000196419	0.82	PPI
ENSG00000147421	ENSG00000196419	0.5	PPI
ENSG00000096717	ENSG00000196419	0.67	PPI
ENSG00000171497	ENSG00000196419	0.59	PPI
ENSG00000121058	ENSG00000196419	0.6	PPI
ENSG00000136997	ENSG00000196419	0.46	PPI
ENSG00000166848	ENSG00000196419	0.66	PPI
ENSG00000253729	ENSG00000079246	0.82	PPI
ENSG00000169621	ENSG00000079246	0.72	PPI
ENSG00000148737	ENSG00000079246	0.46	PPI
ENSG00000121058	ENSG00000079246	0.66	PPI
ENSG00000158773	ENSG00000079246	0.56	PPI
ENSG00000187736	ENSG00000079246	0.53	PPI
ENSG00000165392	ENSG00000079246	0.85	PPI
ENSG00000113384	ENSG00000079246	0.54	PPI
ENSG00000117748	ENSG00000076248	0.67	PPI
ENSG00000162999	ENSG00000023330	0.67	PPI
ENSG00000115998	ENSG00000023330	0.56	PPI
ENSG00000212747	ENSG00000023330	0.56	PPI
ENSG00000103852	ENSG00000023330	0.56	PPI
ENSG00000149243	ENSG00000023330	0.56	PPI
ENSG00000154359	ENSG00000023330	0.56	PPI
ENSG00000130119	ENSG00000023330	0.56	PPI
ENSG00000134371	ENSG00000023330	0.56	PPI
ENSG00000034510	ENSG00000023330	0.56	PPI
ENSG00000136878	ENSG00000023330	0.56	PPI
ENSG00000183495	ENSG00000023330	0.67	PPI
ENSG00000072121	ENSG00000023330	0.56	PPI
ENSG00000171703	ENSG00000023330	0.56	PPI
ENSG00000004142	ENSG00000023330	0.67	PPI
ENSG00000167208	ENSG00000023330	0.56	PPI
ENSG00000163060	ENSG00000023330	0.56	PPI
ENSG00000249709	ENSG00000023330	0.56	PPI
ENSG00000146410	ENSG00000023330	0.56	PPI
ENSG00000100422	ENSG00000023330	0.56	PPI
ENSG00000104611	ENSG00000023330	0.56	PPI
ENSG00000105497	ENSG00000023330	0.56	PPI
ENSG00000203618	ENSG00000203618	0.53	PPI
ENSG00000168685	ENSG00000104432	0.52	PPI
ENSG00000158014	ENSG00000275302	0.56	PPI
ENSG00000275302	ENSG00000275302	0.62	PPI
ENSG00000213416	ENSG00000216490	0.56	PPI
ENSG00000264343	ENSG00000216490	0.56	PPI
ENSG00000138379	ENSG00000168487	0.62	PPI
ENSG00000196408	ENSG00000051523	0.73	PPI
ENSG00000158517	ENSG00000051523	0.74	PPI
ENSG00000282827	ENSG00000171951	0.56	PPI
ENSG00000164053	ENSG00000171951	0.56	PPI
ENSG00000174827	ENSG00000001626	0.64	PPI
ENSG00000185825	ENSG00000001626	0.46	PPI
ENSG00000136986	ENSG00000001626	0.5	PPI
ENSG00000115806	ENSG00000001626	0.54	PPI
ENSG00000204308	ENSG00000001626	0.54	PPI
ENSG00000131620	ENSG00000001626	0.46	PPI
ENSG00000162692	ENSG00000115232	0.53	PPI
ENSG00000139626	ENSG00000115232	0.74	PPI
ENSG00000089159	ENSG00000115232	0.58	PPI
ENSG00000145879	ENSG00000125144	0.55	PPI
ENSG00000162692	ENSG00000186395	0.53	PPI
ENSG00000108839	ENSG00000186081	0.54	PPI
ENSG00000204889	ENSG00000186081	0.56	PPI
ENSG00000171346	ENSG00000186081	0.56	PPI
ENSG00000140859	ENSG00000186081	0.56	PPI
ENSG00000094796	ENSG00000186081	0.56	PPI
ENSG00000164326	ENSG00000079385	0.54	PPI
ENSG00000102804	ENSG00000133112	0.59	PPI
ENSG00000071539	ENSG00000133112	0.56	PPI
ENSG00000104529	ENSG00000133112	0.56	PPI
ENSG00000164062	ENSG00000164062	0.55	PPI
ENSG00000182149	ENSG00000164062	0.67	PPI
ENSG00000116044	ENSG00000105048	0.56	PPI
ENSG00000182195	ENSG00000105048	0.56	PPI
