ensg1	ensg2	score	interaction
ENSG00000140320	ENSG00000104964	0.56	PPI
ENSG00000112365	ENSG00000104964	0.56	PPI
ENSG00000204713	ENSG00000104964	0.56	PPI
ENSG00000167987	ENSG00000104964	0.56	PPI
ENSG00000020129	ENSG00000104964	0.56	PPI
ENSG00000213204	ENSG00000104964	0.56	PPI
ENSG00000135951	ENSG00000104964	0.56	PPI
ENSG00000119408	ENSG00000104964	0.56	PPI
ENSG00000130038	ENSG00000104964	0.56	PPI
ENSG00000094796	ENSG00000104964	0.56	PPI
ENSG00000140859	ENSG00000104964	0.56	PPI
ENSG00000204889	ENSG00000104964	0.56	PPI
ENSG00000157110	ENSG00000104964	0.56	PPI
ENSG00000221837	ENSG00000104964	0.56	PPI
ENSG00000100395	ENSG00000104964	0.56	PPI
ENSG00000177468	ENSG00000104964	0.56	PPI
ENSG00000146063	ENSG00000104964	0.56	PPI
ENSG00000140961	ENSG00000104964	0.56	PPI
ENSG00000132938	ENSG00000104964	0.56	PPI
ENSG00000272514	ENSG00000104964	0.56	PPI
ENSG00000181026	ENSG00000104964	0.56	PPI
ENSG00000112578	ENSG00000104964	0.56	PPI
ENSG00000149532	ENSG00000104964	0.56	PPI
ENSG00000149761	ENSG00000104964	0.56	PPI
ENSG00000142686	ENSG00000104964	0.56	PPI
ENSG00000150510	ENSG00000104964	0.56	PPI
ENSG00000124444	ENSG00000104964	0.56	PPI
ENSG00000163156	ENSG00000104964	0.56	PPI
ENSG00000234127	ENSG00000104964	0.56	PPI
ENSG00000134107	ENSG00000104964	0.56	PPI
ENSG00000204392	ENSG00000104964	0.56	PPI
ENSG00000144597	ENSG00000104964	0.56	PPI
ENSG00000142698	ENSG00000104964	0.56	PPI
ENSG00000124562	ENSG00000104964	0.56	PPI
ENSG00000115806	ENSG00000104964	0.56	PPI
ENSG00000136436	ENSG00000104964	0.56	PPI
ENSG00000176155	ENSG00000104964	0.56	PPI
ENSG00000131095	ENSG00000104964	0.56	PPI
ENSG00000187796	ENSG00000104964	0.56	PPI
ENSG00000160972	ENSG00000104964	0.56	PPI
ENSG00000101197	ENSG00000104964	0.56	PPI
ENSG00000124019	ENSG00000104964	0.56	PPI
ENSG00000158062	ENSG00000104964	0.56	PPI
ENSG00000205937	ENSG00000116350	0.57	PPI
ENSG00000154102	ENSG00000138814	0.56	PPI
ENSG00000162231	ENSG00000135829	0.76	PPI
ENSG00000091831	ENSG00000135829	0.46	PPI
ENSG00000198900	ENSG00000135829	0.46	PPI
ENSG00000172667	ENSG00000135829	0.52	PPI
ENSG00000176896	ENSG00000167110	0.56	PPI
ENSG00000165805	ENSG00000167110	0.56	PPI
ENSG00000100360	ENSG00000167110	0.56	PPI
ENSG00000198939	ENSG00000167110	0.56	PPI
ENSG00000002834	ENSG00000167110	0.56	PPI
ENSG00000073584	ENSG00000167110	0.56	PPI
ENSG00000006837	ENSG00000167110	0.56	PPI
ENSG00000164287	ENSG00000167110	0.56	PPI
ENSG00000163206	ENSG00000167110	0.56	PPI
ENSG00000184436	ENSG00000167110	0.56	PPI
ENSG00000116922	ENSG00000167110	0.56	PPI
ENSG00000111052	ENSG00000167110	0.56	PPI
ENSG00000198466	ENSG00000167110	0.56	PPI
ENSG00000172977	ENSG00000167110	0.56	PPI
ENSG00000104611	ENSG00000167110	0.56	PPI
ENSG00000138376	ENSG00000167110	0.56	PPI
ENSG00000146007	ENSG00000167110	0.56	PPI
ENSG00000143156	ENSG00000167110	0.56	PPI
ENSG00000106554	ENSG00000167110	0.56	PPI
ENSG00000160256	ENSG00000167110	0.56	PPI
ENSG00000143614	ENSG00000167110	0.56	PPI
ENSG00000179331	ENSG00000167110	0.56	PPI
ENSG00000129472	ENSG00000167110	0.56	PPI
ENSG00000137699	ENSG00000167110	0.74	PPI
ENSG00000089682	ENSG00000167110	0.56	PPI
ENSG00000185787	ENSG00000167110	0.56	PPI
ENSG00000155961	ENSG00000167110	0.56	PPI
ENSG00000204438	ENSG00000167110	0.56	PPI
ENSG00000139405	ENSG00000167110	0.67	PPI
ENSG00000177414	ENSG00000167110	0.67	PPI
ENSG00000196843	ENSG00000167110	0.56	PPI
ENSG00000197256	ENSG00000167110	0.67	PPI
ENSG00000100865	ENSG00000167110	0.56	PPI
ENSG00000131149	ENSG00000167110	0.56	PPI
ENSG00000120860	ENSG00000167110	0.56	PPI
ENSG00000020577	ENSG00000167110	0.56	PPI
ENSG00000100227	ENSG00000167110	0.56	PPI
ENSG00000163156	ENSG00000167110	0.56	PPI
ENSG00000119725	ENSG00000167110	0.56	PPI
ENSG00000163155	ENSG00000167110	0.56	PPI
ENSG00000123562	ENSG00000167110	0.56	PPI
ENSG00000171847	ENSG00000167110	0.56	PPI
ENSG00000169783	ENSG00000167110	0.56	PPI
ENSG00000213079	ENSG00000167110	0.56	PPI
ENSG00000120992	ENSG00000167110	0.56	PPI
ENSG00000204209	ENSG00000167110	0.56	PPI
ENSG00000060339	ENSG00000167110	0.56	PPI
ENSG00000133250	ENSG00000167110	0.56	PPI
ENSG00000132356	ENSG00000167110	0.56	PPI
ENSG00000156795	ENSG00000167110	0.56	PPI
ENSG00000131791	ENSG00000167110	0.56	PPI
ENSG00000174099	ENSG00000167110	0.56	PPI
ENSG00000077279	ENSG00000167110	0.67	PPI
ENSG00000096401	ENSG00000167110	0.56	PPI
ENSG00000182791	ENSG00000167110	0.56	PPI
ENSG00000139714	ENSG00000167110	0.56	PPI
ENSG00000185133	ENSG00000167110	0.56	PPI
ENSG00000166407	ENSG00000167110	0.56	PPI
ENSG00000214087	ENSG00000167110	0.56	PPI
ENSG00000187742	ENSG00000167110	0.56	PPI
ENSG00000133858	ENSG00000167110	0.56	PPI
ENSG00000077348	ENSG00000167110	0.56	PPI
ENSG00000124019	ENSG00000167110	0.56	PPI
ENSG00000141570	ENSG00000167110	0.56	PPI
ENSG00000155034	ENSG00000167110	0.56	PPI
ENSG00000126787	ENSG00000167110	0.56	PPI
ENSG00000152240	ENSG00000167110	0.56	PPI
ENSG00000127445	ENSG00000167110	0.56	PPI
ENSG00000148082	ENSG00000167110	0.56	PPI
ENSG00000166889	ENSG00000167110	0.56	PPI
ENSG00000125870	ENSG00000167110	0.56	PPI
ENSG00000183137	ENSG00000167110	0.56	PPI
ENSG00000136155	ENSG00000167110	0.67	PPI
ENSG00000181541	ENSG00000167110	0.56	PPI
ENSG00000124171	ENSG00000167110	0.56	PPI
ENSG00000123374	ENSG00000167110	0.53	PPI
ENSG00000112578	ENSG00000167110	0.56	PPI
ENSG00000173480	ENSG00000167110	0.56	PPI
ENSG00000068394	ENSG00000167110	0.56	PPI
ENSG00000009335	ENSG00000167110	0.56	PPI
ENSG00000105647	ENSG00000167110	0.56	PPI
ENSG00000125531	ENSG00000167110	0.56	PPI
ENSG00000159588	ENSG00000167110	0.56	PPI
ENSG00000140859	ENSG00000167110	0.56	PPI
ENSG00000186908	ENSG00000167110	0.51	PPI
ENSG00000164867	ENSG00000167110	0.56	PPI
ENSG00000088325	ENSG00000167110	0.56	PPI
ENSG00000143793	ENSG00000167110	0.67	PPI
ENSG00000146410	ENSG00000167110	0.56	PPI
ENSG00000158480	ENSG00000167110	0.56	PPI
ENSG00000101445	ENSG00000167110	0.56	PPI
ENSG00000143756	ENSG00000167110	0.67	PPI
ENSG00000161526	ENSG00000167110	0.56	PPI
ENSG00000105793	ENSG00000167110	0.56	PPI
ENSG00000265763	ENSG00000167110	0.56	PPI
ENSG00000188312	ENSG00000167110	0.56	PPI
ENSG00000196418	ENSG00000167110	0.56	PPI
ENSG00000166266	ENSG00000167110	0.56	PPI
ENSG00000197114	ENSG00000167110	0.56	PPI
ENSG00000171703	ENSG00000167110	0.56	PPI
ENSG00000188011	ENSG00000167110	0.56	PPI
ENSG00000123171	ENSG00000167110	0.56	PPI
ENSG00000166199	ENSG00000167110	0.56	PPI
ENSG00000134371	ENSG00000167110	0.56	PPI
ENSG00000105248	ENSG00000167110	0.56	PPI
ENSG00000160948	ENSG00000167110	0.56	PPI
ENSG00000153823	ENSG00000167110	0.56	PPI
ENSG00000158423	ENSG00000167110	0.56	PPI
ENSG00000138134	ENSG00000167110	0.56	PPI
ENSG00000103852	ENSG00000167110	0.56	PPI
ENSG00000145216	ENSG00000167110	0.56	PPI
ENSG00000105617	ENSG00000167110	0.56	PPI
ENSG00000162222	ENSG00000167110	0.56	PPI
ENSG00000134453	ENSG00000167110	0.67	PPI
ENSG00000124562	ENSG00000167110	0.56	PPI
ENSG00000123143	ENSG00000167110	0.56	PPI
ENSG00000180938	ENSG00000167110	0.56	PPI
ENSG00000143740	ENSG00000167110	0.56	PPI
ENSG00000109083	ENSG00000167110	0.56	PPI
ENSG00000072121	ENSG00000167110	0.56	PPI
ENSG00000140320	ENSG00000167110	0.56	PPI
ENSG00000112592	ENSG00000167110	0.56	PPI
ENSG00000166394	ENSG00000167110	0.56	PPI
ENSG00000162526	ENSG00000167110	0.56	PPI
ENSG00000184281	ENSG00000167110	0.56	PPI
ENSG00000155744	ENSG00000167110	0.56	PPI
ENSG00000171425	ENSG00000167110	0.56	PPI
ENSG00000158856	ENSG00000167110	0.56	PPI
ENSG00000159210	ENSG00000167110	0.56	PPI
ENSG00000155754	ENSG00000167110	0.56	PPI
ENSG00000145945	ENSG00000167110	0.56	PPI
ENSG00000132912	ENSG00000167110	0.67	PPI
ENSG00000127914	ENSG00000167110	0.54	PPI
ENSG00000111196	ENSG00000167110	0.56	PPI
ENSG00000179562	ENSG00000167110	0.56	PPI
ENSG00000144395	ENSG00000167110	0.56	PPI
ENSG00000198331	ENSG00000167110	0.56	PPI
ENSG00000106153	ENSG00000167110	0.56	PPI
ENSG00000196391	ENSG00000167110	0.56	PPI
ENSG00000125898	ENSG00000167110	0.56	PPI
ENSG00000047346	ENSG00000167110	0.56	PPI
ENSG00000100603	ENSG00000167110	0.56	PPI
ENSG00000141255	ENSG00000167110	0.56	PPI
ENSG00000196233	ENSG00000167110	0.56	PPI
ENSG00000091073	ENSG00000167110	0.56	PPI
ENSG00000204815	ENSG00000167110	0.56	PPI
ENSG00000136003	ENSG00000167110	0.56	PPI
ENSG00000171792	ENSG00000167110	0.56	PPI
ENSG00000181481	ENSG00000167110	0.56	PPI
ENSG00000056558	ENSG00000113790	0.56	PPI
ENSG00000134107	ENSG00000113790	0.56	PPI
ENSG00000184009	ENSG00000113790	0.56	PPI
ENSG00000138100	ENSG00000113790	0.56	PPI
ENSG00000107816	ENSG00000113790	0.56	PPI
ENSG00000145901	ENSG00000113790	0.56	PPI
ENSG00000213588	ENSG00000113790	0.56	PPI
ENSG00000117155	ENSG00000113790	0.56	PPI
ENSG00000146063	ENSG00000113790	0.56	PPI
ENSG00000104756	ENSG00000113790	0.56	PPI
ENSG00000069509	ENSG00000113790	0.56	PPI
ENSG00000168301	ENSG00000113790	0.56	PPI
ENSG00000176903	ENSG00000113790	0.56	PPI
ENSG00000056558	ENSG00000113448	0.56	PPI
ENSG00000183629	ENSG00000113448	0.56	PPI
ENSG00000153684	ENSG00000113448	0.56	PPI
ENSG00000181392	ENSG00000196776	0.56	PPI
ENSG00000043462	ENSG00000113263	0.56	PPI
ENSG00000143321	ENSG00000149136	0.51	PPI
ENSG00000162692	ENSG00000149136	0.53	PPI
ENSG00000092201	ENSG00000149136	0.56	PPI
ENSG00000267796	ENSG00000103479	0.61	PPI
ENSG00000101773	ENSG00000103479	0.51	PPI
ENSG00000189308	ENSG00000103479	0.62	PPI
ENSG00000183814	ENSG00000103479	0.61	PPI
ENSG00000205250	ENSG00000103479	0.66	PPI
ENSG00000205659	ENSG00000103479	0.56	PPI
ENSG00000168301	ENSG00000183629	0.56	PPI
ENSG00000168301	ENSG00000153684	0.56	PPI
ENSG00000136881	ENSG00000183629	0.56	PPI
ENSG00000136881	ENSG00000153684	0.56	PPI
ENSG00000128272	ENSG00000183629	0.56	PPI
ENSG00000128272	ENSG00000153684	0.56	PPI
ENSG00000179010	ENSG00000183629	0.56	PPI
ENSG00000179010	ENSG00000153684	0.56	PPI
ENSG00000178104	ENSG00000183629	0.56	PPI
ENSG00000178104	ENSG00000153684	0.56	PPI
ENSG00000117155	ENSG00000183629	0.56	PPI
ENSG00000117155	ENSG00000153684	0.56	PPI
ENSG00000096401	ENSG00000183629	0.56	PPI
ENSG00000096401	ENSG00000153684	0.56	PPI
ENSG00000184508	ENSG00000183629	0.56	PPI
ENSG00000184508	ENSG00000153684	0.56	PPI
ENSG00000130307	ENSG00000183629	0.56	PPI
ENSG00000130307	ENSG00000153684	0.56	PPI
ENSG00000184515	ENSG00000183629	0.56	PPI
ENSG00000184515	ENSG00000153684	0.56	PPI
ENSG00000166579	ENSG00000223547	0.56	PPI
ENSG00000112559	ENSG00000223547	0.56	PPI
ENSG00000204889	ENSG00000223547	0.56	PPI
ENSG00000132938	ENSG00000223547	0.56	PPI
ENSG00000275835	ENSG00000204899	0.53	PPI
ENSG00000130640	ENSG00000204899	0.53	PPI
ENSG00000158014	ENSG00000149451	0.56	PPI
ENSG00000162924	ENSG00000007202	0.56	PPI
ENSG00000275379	ENSG00000162521	0.64	PPI
ENSG00000197153	ENSG00000162521	0.64	PPI
ENSG00000273542	ENSG00000162521	0.5	PPI
ENSG00000278637	ENSG00000162521	0.5	PPI
ENSG00000270276	ENSG00000162521	0.5	PPI
ENSG00000276180	ENSG00000162521	0.5	PPI
ENSG00000094916	ENSG00000162521	0.53	PPI
ENSG00000103479	ENSG00000162521	0.46	PPI
ENSG00000274267	ENSG00000162521	0.64	PPI
ENSG00000197238	ENSG00000162521	0.5	PPI
ENSG00000116478	ENSG00000162521	0.84	PPI
ENSG00000197409	ENSG00000162521	0.64	PPI
ENSG00000182979	ENSG00000162521	0.56	PPI
ENSG00000277775	ENSG00000162521	0.64	PPI
ENSG00000275714	ENSG00000162521	0.64	PPI
ENSG00000071655	ENSG00000162521	0.46	PPI
ENSG00000270882	ENSG00000162521	0.5	PPI
ENSG00000179588	ENSG00000162521	0.65	PPI
ENSG00000197114	ENSG00000162521	0.46	PPI
ENSG00000278828	ENSG00000162521	0.64	PPI
ENSG00000273983	ENSG00000162521	0.64	PPI
ENSG00000278272	ENSG00000162521	0.64	PPI
ENSG00000274750	ENSG00000162521	0.64	PPI
ENSG00000278570	ENSG00000162521	0.52	PPI
ENSG00000197837	ENSG00000162521	0.5	PPI
ENSG00000277157	ENSG00000162521	0.5	PPI
ENSG00000278705	ENSG00000162521	0.5	PPI
ENSG00000275126	ENSG00000162521	0.5	PPI
ENSG00000158406	ENSG00000162521	0.5	PPI
ENSG00000197061	ENSG00000162521	0.5	PPI
ENSG00000274618	ENSG00000162521	0.5	PPI
ENSG00000276966	ENSG00000162521	0.5	PPI
ENSG00000114867	ENSG00000136937	0.46	PPI
ENSG00000123908	ENSG00000136937	0.46	PPI
ENSG00000100227	ENSG00000136937	0.56	PPI
ENSG00000100644	ENSG00000100393	0.95	PPI
ENSG00000104320	ENSG00000100393	0.6	PPI
ENSG00000088808	ENSG00000100393	0.5	PPI
ENSG00000164442	ENSG00000100393	0.51	PPI
ENSG00000020633	ENSG00000100393	0.56	PPI
ENSG00000064393	ENSG00000100393	0.6	PPI
ENSG00000091831	ENSG00000100393	0.59	PPI
ENSG00000143514	ENSG00000100393	0.5	PPI
ENSG00000143621	ENSG00000100393	0.46	PPI
ENSG00000104881	ENSG00000100393	0.5	PPI
ENSG00000114166	ENSG00000100393	0.52	PPI
ENSG00000154832	ENSG00000100393	0.46	PPI
ENSG00000145604	ENSG00000100393	0.52	PPI
ENSG00000129691	ENSG00000100393	0.62	PPI
ENSG00000177885	ENSG00000100393	0.55	PPI
ENSG00000132938	ENSG00000170954	0.56	PPI
ENSG00000213416	ENSG00000170954	0.56	PPI
ENSG00000157110	ENSG00000147223	0.56	PPI
ENSG00000131931	ENSG00000147223	0.56	PPI
ENSG00000112559	ENSG00000147223	0.56	PPI
ENSG00000078053	ENSG00000214087	0.56	PPI
ENSG00000047932	ENSG00000214226	0.56	PPI
ENSG00000152240	ENSG00000196388	0.56	PPI
ENSG00000115641	ENSG00000196388	0.56	PPI
ENSG00000140961	ENSG00000196388	0.56	PPI
ENSG00000125449	ENSG00000196388	0.56	PPI
ENSG00000094880	ENSG00000196388	0.56	PPI
ENSG00000171053	ENSG00000196388	0.56	PPI
ENSG00000170631	ENSG00000196388	0.51	PPI
ENSG00000090487	ENSG00000196388	0.56	PPI
ENSG00000163156	ENSG00000196388	0.56	PPI
ENSG00000169612	ENSG00000196388	0.56	PPI
ENSG00000165724	ENSG00000196388	0.56	PPI
ENSG00000160948	ENSG00000196388	0.56	PPI
ENSG00000078967	ENSG00000196388	0.56	PPI
ENSG00000133488	ENSG00000196388	0.56	PPI
ENSG00000087077	ENSG00000196388	0.56	PPI
ENSG00000119408	ENSG00000196388	0.56	PPI
ENSG00000064218	ENSG00000196388	0.56	PPI
ENSG00000178585	ENSG00000196388	0.56	PPI
ENSG00000105507	ENSG00000196388	0.56	PPI
ENSG00000138134	ENSG00000196388	0.56	PPI
ENSG00000106305	ENSG00000132016	0.83	PPI
ENSG00000152413	ENSG00000132016	0.56	PPI
ENSG00000204889	ENSG00000132016	0.56	PPI
ENSG00000119326	ENSG00000132016	0.56	PPI
ENSG00000214367	ENSG00000132016	0.56	PPI
ENSG00000177138	ENSG00000132016	0.56	PPI
ENSG00000031691	ENSG00000132016	0.49	PPI
ENSG00000181544	ENSG00000185504	0.56	PPI
ENSG00000177058	ENSG00000188186	0.5	PPI
ENSG00000116954	ENSG00000188186	0.6	PPI
ENSG00000149357	ENSG00000188186	0.67	PPI
ENSG00000116586	ENSG00000188186	0.6	PPI
ENSG00000109270	ENSG00000188186	0.53	PPI
ENSG00000155876	ENSG00000188186	0.53	PPI
ENSG00000167207	ENSG00000143641	0.51	PPI
ENSG00000162924	ENSG00000071894	0.56	PPI
ENSG00000181163	ENSG00000071894	0.5	PPI
ENSG00000149016	ENSG00000071894	0.46	PPI
ENSG00000086504	ENSG00000167074	0.56	PPI
ENSG00000114745	ENSG00000136193	0.56	PPI
ENSG00000164885	ENSG00000177728	0.64	PPI
ENSG00000111581	ENSG00000030066	0.53	PPI
ENSG00000153207	ENSG00000030066	0.49	PPI
ENSG00000169087	ENSG00000050327	0.56	PPI
ENSG00000138100	ENSG00000050327	0.56	PPI
ENSG00000136436	ENSG00000050327	0.56	PPI
ENSG00000183690	ENSG00000050327	0.56	PPI
ENSG00000005339	ENSG00000150907	0.56	PPI
ENSG00000115641	ENSG00000150907	0.64	PPI
ENSG00000134057	ENSG00000150907	0.61	PPI
ENSG00000096717	ENSG00000150907	0.59	PPI
ENSG00000278570	ENSG00000183751	0.52	PPI
ENSG00000062725	ENSG00000183751	0.67	PPI
ENSG00000166091	ENSG00000077235	0.56	PPI
ENSG00000140009	ENSG00000077235	0.53	PPI
ENSG00000177674	ENSG00000077235	0.56	PPI
ENSG00000132664	ENSG00000146278	0.53	PPI
ENSG00000152359	ENSG00000177143	0.56	PPI
ENSG00000106025	ENSG00000135457	0.56	PPI
ENSG00000142961	ENSG00000135457	0.56	PPI
ENSG00000131771	ENSG00000135457	0.56	PPI
ENSG00000197769	ENSG00000135457	0.5	PPI
ENSG00000173559	ENSG00000135457	0.56	PPI
ENSG00000095261	ENSG00000135457	0.56	PPI
ENSG00000129195	ENSG00000135457	0.56	PPI
ENSG00000134371	ENSG00000135457	0.56	PPI
ENSG00000174547	ENSG00000135457	0.56	PPI
ENSG00000171703	ENSG00000135457	0.56	PPI
ENSG00000204438	ENSG00000135457	0.56	PPI
ENSG00000121851	ENSG00000135457	0.56	PPI
ENSG00000115392	ENSG00000135457	0.56	PPI
ENSG00000138398	ENSG00000135457	0.56	PPI
ENSG00000105248	ENSG00000135457	0.56	PPI
ENSG00000171853	ENSG00000135457	0.56	PPI
ENSG00000146243	ENSG00000135457	0.56	PPI
ENSG00000155329	ENSG00000135457	0.56	PPI
ENSG00000115137	ENSG00000135457	0.56	PPI
ENSG00000141570	ENSG00000135457	0.56	PPI
ENSG00000129173	ENSG00000135457	0.56	PPI
ENSG00000155034	ENSG00000135457	0.56	PPI
ENSG00000110697	ENSG00000135457	0.56	PPI
ENSG00000221916	ENSG00000135457	0.56	PPI
ENSG00000174460	ENSG00000135457	0.56	PPI
ENSG00000182621	ENSG00000135457	0.56	PPI
ENSG00000108963	ENSG00000135457	0.56	PPI
ENSG00000144597	ENSG00000135457	0.56	PPI
ENSG00000188386	ENSG00000135457	0.56	PPI
ENSG00000104435	ENSG00000135457	0.56	PPI
ENSG00000185608	ENSG00000135457	0.56	PPI
ENSG00000088280	ENSG00000135457	0.56	PPI
ENSG00000091831	ENSG00000170776	0.59	PPI
ENSG00000127191	ENSG00000115380	0.56	PPI
ENSG00000055118	ENSG00000055118	0.68	PPI
ENSG00000112578	ENSG00000135451	0.6	PPI
ENSG00000105204	ENSG00000135451	0.57	PPI
ENSG00000127191	ENSG00000135451	0.56	PPI
ENSG00000101367	ENSG00000135451	0.64	PPI
ENSG00000084764	ENSG00000135451	0.67	PPI
ENSG00000157540	ENSG00000135451	0.57	PPI
ENSG00000204889	ENSG00000135451	0.56	PPI
ENSG00000172530	ENSG00000135451	0.56	PPI
ENSG00000112578	ENSG00000067445	0.46	PPI
ENSG00000141380	ENSG00000099956	0.46	PPI
ENSG00000177606	ENSG00000099956	0.46	PPI
ENSG00000141027	ENSG00000099956	0.52	PPI
ENSG00000173473	ENSG00000099956	0.64	PPI
ENSG00000189079	ENSG00000099956	0.58	PPI
ENSG00000094880	ENSG00000117399	0.53	PPI
ENSG00000053900	ENSG00000117399	0.53	PPI
ENSG00000164109	ENSG00000117399	0.93	PPI
ENSG00000130177	ENSG00000117399	0.62	PPI
ENSG00000105186	ENSG00000155980	0.58	PPI
ENSG00000125845	ENSG00000163430	0.54	PPI
ENSG00000160305	ENSG00000163430	0.63	PPI
ENSG00000122641	ENSG00000163430	0.54	PPI
ENSG00000062725	ENSG00000163430	0.7	PPI
ENSG00000121542	ENSG00000103496	0.56	PPI
ENSG00000071967	ENSG00000103496	0.67	PPI
ENSG00000117758	ENSG00000103496	0.56	PPI
ENSG00000135823	ENSG00000103496	0.67	PPI
ENSG00000100568	ENSG00000103496	0.56	PPI
ENSG00000143740	ENSG00000103496	0.56	PPI
ENSG00000166900	ENSG00000103496	0.56	PPI
ENSG00000170310	ENSG00000103496	0.56	PPI
ENSG00000049245	ENSG00000103496	0.77	PPI
ENSG00000162236	ENSG00000103496	0.56	PPI
ENSG00000220205	ENSG00000103496	0.56	PPI
ENSG00000196329	ENSG00000103496	0.56	PPI
ENSG00000124222	ENSG00000103496	0.56	PPI
ENSG00000146648	ENSG00000139625	0.48	PPI
ENSG00000111328	ENSG00000170004	0.53	PPI
ENSG00000197386	ENSG00000170004	0.51	PPI
ENSG00000077463	ENSG00000170004	0.55	PPI
ENSG00000071655	ENSG00000170004	0.46	PPI
ENSG00000142864	ENSG00000170004	0.58	PPI
ENSG00000196504	ENSG00000170004	0.51	PPI
ENSG00000130956	ENSG00000170004	0.55	PPI
ENSG00000108262	ENSG00000170004	0.51	PPI
ENSG00000116478	ENSG00000170004	0.53	PPI
ENSG00000132305	ENSG00000170004	0.55	PPI
ENSG00000185880	ENSG00000183431	0.56	PPI
ENSG00000170260	ENSG00000183431	0.56	PPI
ENSG00000079257	ENSG00000188641	0.56	PPI
ENSG00000047932	ENSG00000188641	0.56	PPI
ENSG00000157212	ENSG00000067369	0.66	PPI
ENSG00000103043	ENSG00000067369	0.56	PPI
ENSG00000188486	ENSG00000067369	0.79	PPI
ENSG00000100749	ENSG00000067369	0.6	PPI
ENSG00000212900	ENSG00000068001	0.56	PPI
ENSG00000183386	ENSG00000068001	0.56	PPI
ENSG00000181392	ENSG00000126062	0.56	PPI
ENSG00000111331	ENSG00000214706	0.5	PPI
ENSG00000131931	ENSG00000234127	0.56	PPI
ENSG00000116918	ENSG00000164022	0.56	PPI
ENSG00000106305	ENSG00000164022	0.56	PPI
ENSG00000091831	ENSG00000143621	0.46	PPI
ENSG00000171497	ENSG00000143621	0.59	PPI
ENSG00000113522	ENSG00000143621	0.46	PPI
ENSG00000129351	ENSG00000143621	0.6	PPI
ENSG00000162692	ENSG00000143621	0.53	PPI
ENSG00000162692	ENSG00000129351	0.53	PPI
ENSG00000126457	ENSG00000129351	0.54	PPI
ENSG00000149177	ENSG00000149177	0.53	PPI
ENSG00000168036	ENSG00000149177	0.61	PPI
ENSG00000109458	ENSG00000149177	0.61	PPI
ENSG00000158987	ENSG00000163629	0.76	PPI
ENSG00000065243	ENSG00000163629	0.6	PPI
ENSG00000114209	ENSG00000163629	0.55	PPI
ENSG00000107679	ENSG00000163629	0.56	PPI
ENSG00000185133	ENSG00000151491	0.56	PPI
ENSG00000175866	ENSG00000151491	0.81	PPI
ENSG00000073584	ENSG00000151491	0.56	PPI
ENSG00000112578	ENSG00000151491	0.56	PPI
ENSG00000196544	ENSG00000151491	0.56	PPI
ENSG00000119559	ENSG00000151491	0.56	PPI
ENSG00000255561	ENSG00000127191	0.56	PPI
ENSG00000103528	ENSG00000127191	0.56	PPI
ENSG00000086666	ENSG00000127191	0.68	PPI
ENSG00000171703	ENSG00000127191	0.67	PPI
ENSG00000172775	ENSG00000127191	0.56	PPI
ENSG00000104611	ENSG00000127191	0.56	PPI
ENSG00000232810	ENSG00000127191	0.64	PPI
ENSG00000136560	ENSG00000127191	0.76	PPI
ENSG00000084207	ENSG00000127191	0.7	PPI
ENSG00000102871	ENSG00000127191	0.74	PPI
ENSG00000127191	ENSG00000127191	0.82	PPI
ENSG00000166394	ENSG00000127191	0.56	PPI
ENSG00000147223	ENSG00000127191	0.56	PPI
ENSG00000110330	ENSG00000127191	0.91	PPI
ENSG00000067182	ENSG00000127191	0.71	PPI
ENSG00000161981	ENSG00000127191	0.56	PPI
ENSG00000111665	ENSG00000127191	0.67	PPI
ENSG00000165030	ENSG00000127191	0.56	PPI
ENSG00000266094	ENSG00000127191	0.56	PPI
ENSG00000064012	ENSG00000127191	0.53	PPI
ENSG00000186197	ENSG00000127191	0.56	PPI
ENSG00000109787	ENSG00000127191	0.56	PPI
ENSG00000106459	ENSG00000127191	0.56	PPI
ENSG00000184281	ENSG00000127191	0.56	PPI
ENSG00000175104	ENSG00000127191	0.8	PPI
ENSG00000089682	ENSG00000127191	0.56	PPI
ENSG00000171847	ENSG00000127191	0.56	PPI
ENSG00000183735	ENSG00000127191	0.69	PPI
ENSG00000265763	ENSG00000127191	0.56	PPI
ENSG00000158773	ENSG00000127191	0.56	PPI
ENSG00000132911	ENSG00000127191	0.56	PPI
ENSG00000138303	ENSG00000127191	0.56	PPI
ENSG00000023445	ENSG00000127191	0.84	PPI
ENSG00000104312	ENSG00000127191	0.59	PPI
ENSG00000184436	ENSG00000127191	0.67	PPI
ENSG00000145365	ENSG00000127191	0.77	PPI
ENSG00000141570	ENSG00000127191	0.56	PPI
ENSG00000125409	ENSG00000127191	0.56	PPI
ENSG00000158062	ENSG00000127191	0.74	PPI
ENSG00000119725	ENSG00000127191	0.56	PPI
ENSG00000124074	ENSG00000127191	0.67	PPI
ENSG00000137338	ENSG00000127191	0.56	PPI
ENSG00000198131	ENSG00000127191	0.56	PPI
ENSG00000168101	ENSG00000127191	0.56	PPI
ENSG00000263528	ENSG00000127191	0.56	PPI
ENSG00000117625	ENSG00000127191	0.67	PPI
ENSG00000115806	ENSG00000127191	0.67	PPI
ENSG00000146007	ENSG00000127191	0.56	PPI
ENSG00000172530	ENSG00000127191	0.67	PPI
ENSG00000133134	ENSG00000127191	0.56	PPI
ENSG00000146112	ENSG00000127191	0.56	PPI
ENSG00000157500	ENSG00000127191	0.57	PPI
