ensg1	ensg2	score	interaction	direction	evidence_code
ENSG00000250580	ENSG00000254805	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000250580	ENSG00000255522	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000250580	ENSG00000267182	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254683	ENSG00000254757	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254683	ENSG00000254805	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254683	ENSG00000255522	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254683	ENSG00000267182	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254757	ENSG00000254805	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254757	ENSG00000255522	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254757	ENSG00000267182	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254805	ENSG00000255522	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000254805	ENSG00000267182	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000255522	ENSG00000267182	1.43984519982362e-09	coexpression	undirected	ADN
ENSG00000173786	ENSG00000102934	4.4113586986881e-06	coexpression	undirected	ADN
ENSG00000173786	ENSG00000124920	4.91867047733966e-06	coexpression	undirected	ADN
ENSG00000248769	ENSG00000250138	2.46772392370127e-17	coexpression	undirected	ADN
ENSG00000248769	ENSG00000251158	2.46772392370127e-17	coexpression	undirected	ADN
ENSG00000250138	ENSG00000251158	2.46772392370127e-17	coexpression	undirected	ADN
ENSG00000015479	ENSG00000280987	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000103404	ENSG00000260566	7.81892585010897e-19	coexpression	undirected	ADN
ENSG00000163798	ENSG00000232060	7.81892585010897e-19	coexpression	undirected	ADN
ENSG00000108312	ENSG00000275107	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000160991	ENSG00000125630	4.14492897743004e-06	coexpression	undirected	ADN
ENSG00000211891	ENSG00000227468	3.12925300409572e-14	coexpression	undirected	ADN
ENSG00000211891	ENSG00000253692	3.12925300409572e-14	coexpression	undirected	ADN
ENSG00000227468	ENSG00000253692	3.12925300409572e-14	coexpression	undirected	ADN
ENSG00000184619	ENSG00000263809	1.39547478302735e-09	coexpression	undirected	ADN
ENSG00000248469	ENSG00000249109	7.81892585010897e-19	coexpression	undirected	ADN
ENSG00000272419	ENSG00000274265	1.63090781589798e-09	coexpression	undirected	ADN
ENSG00000136319	ENSG00000258768	2.82490684152831e-19	coexpression	undirected	ADN
ENSG00000136319	ENSG00000258768	1.39547478302735e-09	coexpression	undirected	ADN
ENSG00000258768	ENSG00000136319	1.39547478302735e-09	coexpression	undirected	ADN
ENSG00000251562	ENSG00000278217	1.31798853598345e-20	coexpression	undirected	ADN
ENSG00000101596	ENSG00000065526	7.30727731860442e-06	coexpression	undirected	ADN
ENSG00000255198	ENSG00000273587	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000180370	ENSG00000237161	1.32011793136248e-09	coexpression	undirected	ADN
ENSG00000052749	ENSG00000231508	3.63049549539905e-14	coexpression	undirected	ADN
ENSG00000052749	ENSG00000231508	1.8066167337875e-09	coexpression	undirected	ADN
ENSG00000231508	ENSG00000052749	1.8066167337875e-09	coexpression	undirected	ADN
ENSG00000235703	ENSG00000241489	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000235703	ENSG00000241769	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000241489	ENSG00000241769	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000151276	ENSG00000270059	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000179044	ENSG00000196123	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000180071	ENSG00000230453	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000253733	ENSG00000274467	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000274893	ENSG00000276128	7.81892585010897e-19	coexpression	undirected	ADN
ENSG00000153207	ENSG00000226121	2.12704789653652e-11	coexpression	undirected	ADN
ENSG00000226686	ENSG00000232677	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000184911	ENSG00000269502	1.2746912101015e-09	coexpression	undirected	ADN
ENSG00000269502	ENSG00000184911	1.2746912101015e-09	coexpression	undirected	ADN
ENSG00000224167	ENSG00000226419	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000189241	ENSG00000021645	5.84639701904776e-06	coexpression	undirected	ADN
ENSG00000189241	ENSG00000107295	7.03439274588359e-06	coexpression	undirected	ADN
ENSG00000189241	ENSG00000113327	2.19155674382487e-07	coexpression	undirected	ADN
ENSG00000189241	ENSG00000124140	7.18411757917803e-06	coexpression	undirected	ADN
ENSG00000189241	ENSG00000133083	9.60413090773455e-06	coexpression	undirected	ADN
ENSG00000189241	ENSG00000164951	3.1908212831726e-06	coexpression	undirected	ADN
ENSG00000189241	ENSG00000172292	4.69784602041902e-06	coexpression	undirected	ADN
ENSG00000189241	ENSG00000179915	9.31424943849314e-06	coexpression	undirected	ADN
ENSG00000170419	ENSG00000224223	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000204176	ENSG00000277758	1.28611837914828e-09	coexpression	undirected	ADN
ENSG00000173852	ENSG00000231952	1.2746912101015e-09	coexpression	undirected	ADN
ENSG00000184276	ENSG00000188438	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000184276	ENSG00000215371	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000184276	ENSG00000229907	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000184276	ENSG00000254623	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000188438	ENSG00000215371	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000188438	ENSG00000229907	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000188438	ENSG00000254623	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000215371	ENSG00000229907	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000215371	ENSG00000254623	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000229907	ENSG00000254623	1.3512868767067e-09	coexpression	undirected	ADN
ENSG00000277322	ENSG00000277865	3.19080166644915e-14	coexpression	undirected	ADN
ENSG00000264451	ENSG00000197879	2.58250980180682e-06	coexpression	undirected	ADN
ENSG00000264451	ENSG00000258593	4.60127132681885e-07	coexpression	undirected	ADN
ENSG00000230736	ENSG00000241954	3.19080166644915e-14	coexpression	undirected	ADN
ENSG00000213057	ENSG00000240021	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000222494	ENSG00000263818	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000243766	ENSG00000277469	7.81892585010897e-19	coexpression	undirected	ADN
ENSG00000243766	ENSG00000278708	7.81892585010897e-19	coexpression	undirected	ADN
ENSG00000277469	ENSG00000278708	7.81892585010897e-19	coexpression	undirected	ADN
ENSG00000180043	ENSG00000267706	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000220161	ENSG00000260907	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000107317	ENSG00000214402	1.39547478302735e-09	coexpression	undirected	ADN
ENSG00000244242	ENSG00000250644	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000119705	ENSG00000197734	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000200959	ENSG00000280987	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000200959	ENSG00000281220	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000200959	ENSG00000281398	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000280987	ENSG00000281220	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000280987	ENSG00000281398	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000281220	ENSG00000281398	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000249159	ENSG00000272049	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000058673	ENSG00000257315	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000248469	ENSG00000249109	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000249109	ENSG00000248469	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000132763	ENSG00000263956	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000132763	ENSG00000268043	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000263956	ENSG00000268043	3.15907248008801e-14	coexpression	undirected	ADN
ENSG00000105640	ENSG00000207166	1.20235546196327e-09	coexpression	undirected	ADN
ENSG00000258593	ENSG00000068489	1.04889874816674e-06	coexpression	undirected	ADN
ENSG00000258593	ENSG00000105650	1.77412666214291e-06	coexpression	undirected	ADN
