Gene1,Gene2,Int Alz PPI(d),Int Alz PPI(j),Int all PPI(d),Int all PPI(j),CoExp(d),CoExp(j),Int syn(d),Int syn(j),Int Par PPI(d),Int Par PPI(j),Dif Co(d),Dif Co(j),Alz ptw 1,Alz ptw 2,Alz DISEASES 1,Alz DISEASES 2
ENSG00000132002,ENSG00000105613,1.0,0.15151515151515152,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,False,False,False,False
ENSG00000132002,ENSG00000143801,1.0,0.21052631578947367,0.25,0.0,0,0,0.2,0.0,0,0,0,0,False,True,False,True
ENSG00000132002,ENSG00000138115,1.0,0.3,0,0,0,0,0,0,0,0,0,0,False,False,False,False
ENSG00000121966,ENSG00000159363,1.0,0.045454545454545456,0.25,0.0,0,0,0,0,1.0,0.045454545454545456,0,0,False,False,False,False
ENSG00000121966,ENSG00000113758,1.0,0.3333333333333333,1.0,0.2222222222222222,0,0,0,0,1.0,0.2,0,0,False,False,False,True
ENSG00000113108,ENSG00000084234,1.0,0.5,0.25,0.0,0,0,1.0,0.3333333333333333,0,0,0,0,False,False,True,True
ENSG00000141480,ENSG00000141480,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,0,0,False,False,False,False
ENSG00000141480,ENSG00000137486,1.0,0.8333333333333334,1.0,0.4634146341463415,0,0,1.0,0.2930513595166163,1.0,0.8333333333333334,0,0,False,False,False,False
ENSG00000141480,ENSG00000168539,1.0,0.6,0,0,0,0,0,0,1.0,0.6,0,0,False,False,False,False
ENSG00000141480,ENSG00000181773,1.0,0.5,0,0,0,0,0,0,1.0,0.5,0,0,False,False,False,False
ENSG00000171564,ENSG00000167755,1.0,0.18181818181818182,0,0,0,0,1.0,0.18181818181818182,0,0,0,0,False,False,False,False
ENSG00000173801,ENSG00000080815,1.0,0.11538461538461539,1.0,0.16666666666666666,0,0,1.0,0.3333333333333333,0,0,0,0,False,True,False,True
ENSG00000159363,ENSG00000105701,1.0,0.046511627906976744,0.3333333333333333,0.0,0,0,0,0,1.0,0.045454545454545456,0,0,False,False,False,False
ENSG00000159363,ENSG00000105583,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000144476,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000203880,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000106803,1.0,0.046511627906976744,0.16666666666666666,0.0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000183496,1.0,0.046511627906976744,0.2,0.0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000165775,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000094631,1.0,0.046511627906976744,1.0,0.10526315789473684,0,0,0,0,1.0,0.044444444444444446,0,0,False,False,False,False
ENSG00000159363,ENSG00000220205,1.0,0.046511627906976744,0.2,0.0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000188394,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000136485,1.0,0.046511627906976744,0.25,0.0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000075624,1.0,0.045454545454545456,0.5,0.03225806451612903,0,0,0,0,1.0,0.045454545454545456,0,0,False,False,False,True
ENSG00000159363,ENSG00000135390,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,True,False,False
ENSG00000159363,ENSG00000174851,1.0,0.046511627906976744,1.0,0.18181818181818182,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000110148,1.0,0.046511627906976744,0.25,0.0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000134153,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000120324,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000169223,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000104044,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000115977,1.0,0.046511627906976744,1.0,0.2222222222222222,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000196981,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000164128,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000118363,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000198856,1.0,0.046511627906976744,0.2,0.0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000159363,ENSG00000178950,1.0,0.046511627906976744,1.0,0.3333333333333333,0,0,0,0,1.0,0.06382978723404255,0,0,False,False,False,False
ENSG00000159363,ENSG00000108219,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
